,country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index
455,Greece,2017,0.73,0.94,0.88,0.7,0.67,0.63,0.62,0.65,0.74,0.71,0.7,0.5,0.68,0.75,0.83,0.75,0.99,0.95,0.46,0.88
456,Greece,2018,0.73,0.94,0.88,0.7,0.67,0.65,0.6,0.74,0.74,0.71,0.7,0.5,0.68,0.72,0.83,0.75,0.99,0.96,0.46,0.886
457,Greece,2019,0.71,0.94,0.88,0.63,0.67,0.64,0.61,0.68,0.74,0.65,0.71,0.5,0.68,0.77,0.88,0.75,0.99,0.96,0.47,0.89
458,Greece,2020,0.66,0.94,0.88,0.63,0.67,0.63,0.65,0.68,0.74,0.57,0.71,0.5,0.63,0.75,0.84,0.81,0.99,0.95,0.47,0.887
459,Greece,2021,0.61,0.94,0.88,0.63,0.67,0.64,0.64,0.68,0.74,0.57,0.71,0.5,0.63,0.74,0.84,0.81,0.99,0.95,0.47,0.887
460,Greece,2022,0.59,0.94,0.88,0.63,0.67,0.54,0.62,0.68,0.74,0.57,0.71,0.5,0.63,0.72,0.84,0.81,0.99,0.95,0.47,0.893
461,Hungary,1990,0.69,0.85,0.82,0.65,0.67,0.73,0.75,0.98,0.74,0.81,0.7,0.0,0.75,0.73,0.7,0.76,0.93,0.79,0.39,0.721
462,Hungary,1991,0.69,0.85,0.82,0.65,0.67,0.73,0.75,0.98,0.74,0.81,0.7,0.0,0.72,0.73,0.7,0.76,0.93,0.79,0.39,0.715
463,Hungary,1992,0.69,0.85,0.82,0.65,0.67,0.73,0.75,0.98,0.74,0.81,0.7,0.0,0.72,0.75,0.7,0.76,0.94,0.79,0.39,0.714
464,Hungary,1993,0.69,0.85,0.82,0.65,0.67,0.73,0.75,0.85,0.74,0.81,0.7,0.0,0.72,0.73,0.7,0.76,0.94,0.79,0.39,0.721
465,Hungary,1994,0.69,0.85,0.82,0.69,0.67,0.73,0.75,0.98,0.74,0.81,0.7,0.0,0.72,0.75,0.7,0.76,0.95,0.79,0.39,0.73
466,Hungary,1995,0.69,0.85,0.82,0.69,0.67,0.73,0.75,0.98,0.74,0.81,0.7,0.5,0.74,0.75,0.7,0.76,0.95,0.8,0.39,0.736
467,Hungary,1996,0.69,0.85,0.82,0.69,0.67,0.73,0.76,0.98,0.74,0.81,0.7,0.5,0.74,0.73,0.7,0.76,0.95,0.8,0.39,0.744
468,Hungary,1997,0.69,0.85,0.82,0.69,0.67,0.73,0.76,0.98,0.74,0.81,0.7,0.5,0.74,0.72,0.7,0.76,0.96,0.81,0.39,0.75
469,Hungary,1998,0.69,0.85,0.82,0.59,0.67,0.73,0.79,0.98,0.74,0.81,0.7,0.5,0.71,0.72,0.68,0.76,0.96,0.81,0.39,0.755
470,Hungary,1999,0.68,0.85,0.82,0.59,0.67,0.73,0.79,0.98,0.74,0.81,0.7,0.5,0.71,0.7,0.68,0.76,0.96,0.81,0.39,0.762
471,Hungary,2000,0.68,0.85,0.82,0.59,0.67,0.73,0.76,0.8,0.74,0.81,0.7,0.5,0.72,0.72,0.68,0.76,0.96,0.82,0.4,0.773
472,Hungary,2001,0.68,0.85,0.82,0.59,0.67,0.73,0.76,0.85,0.74,0.81,0.7,0.5,0.72,0.75,0.68,0.76,0.96,0.83,0.4,0.782
473,Hungary,2002,0.68,0.85,0.82,0.71,0.67,0.73,0.76,0.98,0.74,0.81,0.7,1.0,0.76,0.75,0.68,0.76,0.97,0.83,0.4,0.791
474,Hungary,2003,0.71,0.85,0.82,0.71,0.67,0.73,0.76,0.98,0.74,0.79,0.7,1.0,0.76,0.72,0.66,0.76,0.97,0.83,0.4,0.798
475,Hungary,2004,0.71,0.85,0.82,0.71,0.67,0.73,0.74,0.98,0.74,0.79,0.7,1.0,0.76,0.72,0.66,0.76,0.97,0.84,0.4,0.802
476,Hungary,2005,0.71,0.85,0.82,0.71,0.67,0.71,0.74,0.98,0.74,0.79,0.7,1.0,0.76,0.72,0.66,0.68,0.97,0.84,0.41,0.807
477,Hungary,2006,0.71,0.89,0.85,0.69,0.67,0.75,0.71,0.98,0.86,0.79,0.69,1.0,0.76,0.68,0.66,0.68,0.98,0.84,0.41,0.8150000000000001
478,Hungary,2007,0.71,0.89,0.85,0.69,1.0,0.75,0.73,0.98,0.86,0.79,0.69,1.0,0.76,0.72,0.66,0.68,0.98,0.84,0.41,0.8180000000000001
479,Hungary,2008,0.71,0.89,0.85,0.69,1.0,0.75,0.73,0.98,0.86,0.79,0.69,1.0,0.76,0.69,0.66,0.68,0.98,0.85,0.41,0.8240000000000001
480,Hungary,2009,0.73,0.89,0.85,0.69,1.0,0.74,0.73,0.98,0.86,0.79,0.69,1.0,0.76,0.71,0.66,0.68,0.98,0.85,0.42,0.8260000000000001
481,Hungary,2010,0.61,0.9,0.85,0.63,0.67,0.7,0.65,0.98,1.0,0.7,0.66,1.0,0.65,0.65,0.64,0.68,0.98,0.86,0.42,0.8290000000000001
482,Hungary,2011,0.59,0.9,0.85,0.63,0.67,0.69,0.64,0.98,1.0,0.7,0.66,0.5,0.64,0.68,0.64,0.68,0.98,0.87,0.42,0.833
483,Hungary,2012,0.58,0.9,0.85,0.63,0.67,0.6,0.62,0.81,0.86,0.7,0.66,0.5,0.63,0.66,0.64,0.68,0.98,0.87,0.42,0.833
484,Hungary,2013,0.57,0.9,0.85,0.63,0.67,0.59,0.6,0.81,0.86,0.7,0.61,0.5,0.6,0.68,0.63,0.63,0.98,0.88,0.43,0.843
485,Hungary,2014,0.56,0.61,0.64,0.63,0.67,0.58,0.6,0.81,0.7,0.69,0.6,0.5,0.59,0.68,0.63,0.63,0.98,0.88,0.43,0.84
486,Hungary,2015,0.55,0.61,0.64,0.63,0.67,0.58,0.6,0.81,0.7,0.67,0.56,0.5,0.54,0.68,0.63,0.63,0.99,0.88,0.43,0.839
487,Hungary,2016,0.54,0.61,0.64,0.63,0.67,0.56,0.6,0.81,0.7,0.65,0.56,0.5,0.53,0.68,0.62,0.63,0.99,0.88,0.43,0.843
488,Hungary,2017,0.55,0.61,0.64,0.63,0.67,0.56,0.6,0.81,0.57,0.57,0.56,0.5,0.51,0.66,0.62,0.64,0.99,0.88,0.44,0.846
489,Hungary,2018,0.53,0.51,0.56,0.71,0.67,0.55,0.56,0.74,0.57,0.56,0.5,0.5,0.49,0.66,0.57,0.58,0.99,0.88,0.44,0.85
490,Hungary,2019,0.52,0.51,0.56,0.71,0.67,0.55,0.57,0.77,0.55,0.56,0.5,0.5,0.49,0.69,0.57,0.58,0.99,0.89,0.44,0.854
491,Hungary,2020,0.52,0.51,0.56,0.71,0.67,0.54,0.54,0.74,0.54,0.54,0.5,0.5,0.47,0.69,0.57,0.57,0.99,0.88,0.44,0.849
492,Hungary,2021,0.51,0.51,0.56,0.71,0.67,0.54,0.52,0.74,0.54,0.53,0.44,0.5,0.47,0.67,0.57,0.57,0.99,0.88,0.44,0.846
493,Hungary,2022,0.52,0.5,0.51,0.71,0.67,0.52,0.51,0.74,0.54,0.53,0.44,0.5,0.47,0.67,0.58,0.57,0.99,0.88,0.45,0.851
494,Iceland,1990,0.65,0.81,0.86,0.72,1.0,0.81,0.7,0.98,0.62,0.82,0.88,1.0,0.77,0.62,0.82,0.87,0.98,0.91,0.48,0.834
495,Iceland,1991,0.65,0.81,0.87,0.89,1.0,0.81,0.7,0.98,0.62,0.82,0.88,1.0,0.77,0.62,0.82,0.87,0.98,0.91,0.49,0.845
496,Iceland,1992,0.65,0.81,0.87,0.89,1.0,0.81,0.7,0.98,0.62,0.82,0.88,1.0,0.77,0.63,0.89,0.87,0.98,0.92,0.49,0.852
497,Iceland,1993,0.65,0.81,0.87,0.89,1.0,0.81,0.7,0.98,0.62,0.82,0.88,1.0,0.77,0.64,0.89,0.87,0.98,0.92,0.49,0.853
498,Iceland,1994,0.65,0.81,0.87,0.89,1.0,0.81,0.73,0.98,0.62,0.82,0.88,1.0,0.77,0.65,0.89,0.87,0.99,0.93,0.49,0.86
499,Iceland,1995,0.65,0.81,0.86,0.88,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.65,0.89,0.87,0.99,0.91,0.49,0.857
500,Iceland,1996,0.65,0.81,0.86,0.87,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.64,0.89,0.87,0.99,0.92,0.5,0.864
501,Iceland,1997,0.65,0.81,0.86,0.87,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.65,0.89,0.87,0.99,0.92,0.5,0.874
502,Iceland,1998,0.65,0.81,0.86,0.87,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.65,0.89,0.87,0.99,0.93,0.5,0.885
503,Iceland,1999,0.65,0.81,0.86,0.86,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.67,0.89,0.87,0.99,0.93,0.5,0.886
504,Iceland,2000,0.65,0.81,0.86,0.86,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.73,0.89,0.87,0.99,0.93,0.5,0.895
505,Iceland,2001,0.65,0.81,0.86,0.86,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.73,0.89,0.87,0.99,0.95,0.5,0.902
506,Iceland,2002,0.65,0.81,0.86,0.86,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.73,0.89,0.87,0.99,0.94,0.5,0.909
507,Iceland,2003,0.65,0.81,0.86,0.89,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.74,0.89,0.87,0.99,0.95,0.5,0.916
508,Iceland,2004,0.65,0.81,0.86,0.63,1.0,0.81,0.75,0.98,0.62,0.82,0.88,1.0,0.77,0.71,0.89,0.87,0.99,0.95,0.51,0.92
509,Iceland,2005,0.65,0.81,0.86,0.63,1.0,0.81,0.77,0.85,0.62,0.82,0.88,1.0,0.77,0.71,0.89,0.87,1.0,0.96,0.51,0.926
510,Iceland,2006,0.65,0.81,0.86,0.63,1.0,0.81,0.77,0.85,0.62,0.82,0.88,1.0,0.77,0.74,0.89,0.87,1.0,0.95,0.51,0.928
511,Iceland,2007,0.65,0.86,0.9,0.85,1.0,0.81,0.77,0.85,0.62,0.82,0.88,1.0,0.77,0.73,0.89,0.87,1.0,0.96,0.51,0.933
512,Iceland,2008,0.65,0.86,0.9,0.85,1.0,0.81,0.77,0.98,0.62,0.82,0.88,1.0,0.79,0.75,0.89,0.87,1.0,0.96,0.51,0.927
513,Iceland,2009,0.65,0.86,0.9,0.85,1.0,0.81,0.77,0.98,0.62,0.82,0.88,1.0,0.79,0.75,0.95,0.87,1.0,0.96,0.51,0.925
514,Iceland,2010,0.67,0.86,0.9,0.85,1.0,0.81,0.79,0.98,0.62,0.82,0.88,1.0,0.79,0.77,0.95,0.87,1.0,0.96,0.51,0.927
515,Iceland,2011,0.67,0.86,0.9,0.85,1.0,0.79,0.79,0.98,0.62,0.82,0.88,1.0,0.79,0.75,0.95,0.87,1.0,0.97,0.51,0.933
516,Iceland,2012,0.67,0.86,0.9,0.69,1.0,0.82,0.8,1.0,0.67,0.82,0.88,1.0,0.78,0.77,0.95,0.87,1.0,0.98,0.51,0.938
517,Iceland,2013,0.67,0.86,0.9,0.8,1.0,0.82,0.8,1.0,0.67,0.69,0.73,1.0,0.75,0.79,0.95,0.87,1.0,0.96,0.51,0.942
518,Iceland,2014,0.67,0.86,0.9,0.8,1.0,0.82,0.77,1.0,0.67,0.69,0.73,1.0,0.75,0.79,0.95,0.87,1.0,0.98,0.51,0.946
519,Iceland,2015,0.67,0.86,0.9,0.8,1.0,0.82,0.8,0.89,0.67,0.69,0.73,1.0,0.75,0.79,0.95,0.87,1.0,0.97,0.52,0.948
520,Iceland,2016,0.67,0.85,0.89,0.73,1.0,0.82,0.77,0.89,0.67,0.69,0.73,1.0,0.75,0.76,0.95,0.87,1.0,0.97,0.52,0.951
521,Iceland,2017,0.67,0.85,0.89,0.78,1.0,0.82,0.77,1.0,0.67,0.69,0.73,1.0,0.75,0.72,0.95,0.87,1.0,0.97,0.52,0.955
522,Iceland,2018,0.67,0.85,0.89,0.78,1.0,0.82,0.77,0.89,0.67,0.72,0.88,1.0,0.78,0.74,0.95,0.85,1.0,0.98,0.52,0.958
523,Iceland,2019,0.69,0.85,0.89,0.78,1.0,0.82,0.8,1.0,0.67,0.65,0.71,1.0,0.71,0.75,0.95,0.85,1.0,0.98,0.52,0.958
524,Iceland,2020,0.69,0.83,0.86,0.63,1.0,0.82,0.78,1.0,0.67,0.76,0.81,1.0,0.76,0.74,0.95,0.91,1.0,0.98,0.52,0.955
525,Iceland,2021,0.62,0.7,0.86,0.76,1.0,0.82,0.76,1.0,0.67,0.64,0.81,1.0,0.74,0.8,0.95,0.91,1.0,0.98,0.52,0.957
526,Iceland,2022,0.62,0.7,0.86,0.76,1.0,0.83,0.72,1.0,0.67,0.61,0.71,1.0,0.72,0.82,0.95,0.91,1.0,0.98,0.52,0.959
527,Ireland,1990,0.65,0.86,0.9,0.71,1.0,0.78,0.76,0.85,0.74,0.84,0.94,1.0,0.82,0.6,0.81,0.78,0.97,0.87,0.4,0.743
528,Ireland,1991,0.65,0.86,0.9,0.71,1.0,0.81,0.76,0.98,0.74,0.84,0.94,1.0,0.82,0.58,0.81,0.78,0.97,0.87,0.4,0.749
529,Ireland,1992,0.66,0.85,0.91,0.74,1.0,0.83,0.77,0.85,0.74,0.84,0.94,1.0,0.82,0.59,0.81,0.78,0.97,0.87,0.41,0.757
530,Ireland,1993,0.66,0.85,0.91,0.74,1.0,0.83,0.77,0.98,0.74,0.84,0.94,1.0,0.82,0.6,0.81,0.78,0.97,0.87,0.41,0.767
531,Ireland,1994,0.66,0.85,0.91,0.74,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.82,0.62,0.81,0.78,0.98,0.88,0.42,0.779
532,Ireland,1995,0.66,0.85,0.91,0.74,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.82,0.62,0.81,0.78,0.98,0.87,0.42,0.786
533,Ireland,1996,0.66,0.85,0.91,0.74,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.85,0.62,0.81,0.78,0.98,0.88,0.42,0.795
534,Ireland,1997,0.7,0.86,0.9,0.47,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.85,0.62,0.81,0.78,0.98,0.88,0.43,0.803
535,Ireland,1998,0.7,0.86,0.9,0.47,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.85,0.62,0.81,0.78,0.98,0.88,0.43,0.837
536,Ireland,1999,0.7,0.86,0.9,0.47,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.85,0.62,0.81,0.78,0.98,0.88,0.43,0.841
537,Ireland,2000,0.7,0.86,0.9,0.47,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.62,0.81,0.71,0.98,0.89,0.44,0.851
538,Ireland,2001,0.7,0.86,0.9,0.47,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.62,0.81,0.71,0.98,0.9,0.44,0.859
539,Ireland,2002,0.7,0.85,0.91,0.67,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.64,0.81,0.71,0.98,0.9,0.44,0.868
540,Ireland,2003,0.7,0.85,0.91,0.67,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.64,0.81,0.71,0.98,0.91,0.45,0.877
541,Ireland,2004,0.7,0.85,0.91,0.67,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.64,0.81,0.71,0.98,0.92,0.45,0.888
542,Ireland,2005,0.7,0.85,0.91,0.67,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.64,0.81,0.71,0.99,0.92,0.45,0.894
543,Ireland,2006,0.7,0.85,0.91,0.67,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.65,0.81,0.71,0.99,0.93,0.46,0.898
544,Ireland,2007,0.7,0.92,0.93,0.69,1.0,0.83,0.78,0.85,0.74,0.84,0.94,1.0,0.88,0.65,0.81,0.71,0.99,0.93,0.46,0.904
545,Ireland,2008,0.7,0.92,0.93,0.69,1.0,0.83,0.78,0.85,0.74,0.84,0.94,1.0,0.88,0.65,0.81,0.71,0.99,0.94,0.46,0.905
546,Ireland,2009,0.7,0.92,0.93,0.69,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.66,0.81,0.71,0.99,0.94,0.46,0.9
547,Ireland,2010,0.7,0.92,0.93,0.69,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.66,0.81,0.71,0.99,0.95,0.47,0.908
548,Ireland,2011,0.7,0.92,0.96,0.5,1.0,0.83,0.78,0.98,0.74,0.84,0.94,1.0,0.88,0.65,0.81,0.71,0.99,0.95,0.47,0.906
549,Ireland,2012,0.7,0.92,0.96,0.5,1.0,0.84,0.79,1.0,0.74,0.84,0.94,1.0,0.89,0.7,0.79,0.67,0.99,0.95,0.47,0.907
550,Ireland,2013,0.72,0.92,0.96,0.5,1.0,0.84,0.81,1.0,0.74,0.84,0.85,1.0,0.86,0.7,0.79,0.67,0.99,0.95,0.47,0.911
551,Ireland,2014,0.72,0.92,0.96,0.5,1.0,0.84,0.81,1.0,0.74,0.84,0.85,1.0,0.88,0.71,0.79,0.67,0.99,0.96,0.48,0.918
552,Ireland,2015,0.72,0.92,0.96,0.5,1.0,0.84,0.81,1.0,0.74,0.84,0.85,1.0,0.88,0.75,0.79,0.67,0.99,0.96,0.48,0.924
553,Ireland,2016,0.72,0.9,0.92,0.57,1.0,0.84,0.81,0.89,0.74,0.84,0.85,1.0,0.88,0.79,0.79,0.67,0.99,0.96,0.48,0.929
554,Ireland,2017,0.75,0.9,0.92,0.57,1.0,0.84,0.83,1.0,0.74,0.84,0.85,1.0,0.88,0.75,0.82,0.67,0.99,0.97,0.48,0.934
555,Ireland,2018,0.75,0.88,0.91,0.38,1.0,0.84,0.84,0.89,0.74,0.84,0.85,1.0,0.88,0.75,0.82,0.67,0.99,0.97,0.48,0.938
556,Ireland,2019,0.75,0.88,0.91,0.38,1.0,0.84,0.84,1.0,0.74,0.84,0.85,1.0,0.85,0.78,0.82,0.67,0.99,0.97,0.48,0.942
557,Ireland,2020,0.75,0.89,0.91,0.56,1.0,0.84,0.85,0.89,0.74,0.84,0.85,1.0,0.86,0.73,0.82,0.67,0.99,0.97,0.49,0.945
558,Ireland,2021,0.75,0.89,0.91,0.56,1.0,0.84,0.85,1.0,0.74,0.84,0.85,1.0,0.86,0.74,0.82,0.67,0.99,0.97,0.49,0.946
559,Ireland,2022,0.75,0.89,0.91,0.56,1.0,0.84,0.85,1.0,0.74,0.84,0.85,1.0,0.86,0.74,0.82,0.67,0.99,0.97,0.49,0.95
560,Israel,1990,0.85,0.87,0.84,0.83,0.33,0.71,0.74,0.85,0.56,0.65,0.75,1.0,0.66,0.65,0.56,0.67,0.96,0.89,0.41,0.781
561,Israel,1991,0.85,0.87,0.84,0.83,0.67,0.71,0.74,0.98,0.56,0.65,0.75,1.0,0.66,0.65,0.56,0.67,0.96,0.89,0.41,0.786
562,Israel,1992,0.85,0.87,0.84,0.82,0.67,0.71,0.76,0.85,0.56,0.65,0.75,1.0,0.66,0.65,0.56,0.67,0.96,0.89,0.41,0.791
563,Israel,1993,0.85,0.87,0.84,0.82,0.67,0.71,0.76,0.81,0.56,0.65,0.75,1.0,0.66,0.65,0.56,0.67,0.96,0.9,0.42,0.797
564,Israel,1994,0.85,0.87,0.84,0.82,0.67,0.71,0.76,0.85,0.56,0.65,0.75,1.0,0.67,0.65,0.56,0.67,0.97,0.9,0.42,0.803
565,Israel,1995,0.85,0.87,0.84,0.82,0.67,0.71,0.76,0.81,0.56,0.65,0.75,1.0,0.67,0.65,0.56,0.84,0.97,0.9,0.42,0.807
566,Israel,1996,0.85,0.87,0.83,0.85,0.67,0.71,0.78,0.85,0.56,0.65,0.75,1.0,0.67,0.65,0.56,0.84,0.97,0.91,0.42,0.8140000000000001
567,Israel,1997,0.85,0.87,0.83,0.85,0.67,0.69,0.78,0.81,0.56,0.65,0.75,1.0,0.67,0.65,0.56,0.84,0.98,0.91,0.42,0.8200000000000001
568,Israel,1998,0.85,0.87,0.83,0.85,0.67,0.69,0.79,0.85,0.56,0.65,0.75,0.5,0.65,0.65,0.56,0.84,0.98,0.91,0.43,0.8280000000000001
569,Israel,1999,0.85,0.87,0.83,0.85,0.67,0.69,0.79,0.81,0.56,0.65,0.75,0.5,0.65,0.66,0.56,0.84,0.98,0.92,0.43,0.835
570,Israel,2000,0.85,0.87,0.83,0.85,0.67,0.69,0.79,0.85,0.56,0.65,0.75,0.5,0.65,0.66,0.56,0.84,0.98,0.92,0.43,0.835
571,Israel,2001,0.85,0.87,0.84,0.69,0.67,0.71,0.79,0.81,0.56,0.65,0.75,0.5,0.66,0.68,0.56,0.84,0.98,0.93,0.43,0.838
572,Israel,2002,0.85,0.87,0.84,0.69,0.67,0.71,0.79,0.85,0.56,0.65,0.75,1.0,0.67,0.68,0.56,0.84,0.98,0.93,0.43,0.843
573,Israel,2003,0.85,0.87,0.84,0.76,0.67,0.71,0.79,0.85,0.56,0.65,0.75,1.0,0.67,0.68,0.56,0.84,0.98,0.93,0.44,0.843
574,Israel,2004,0.85,0.87,0.84,0.76,0.67,0.71,0.79,0.81,0.56,0.65,0.75,1.0,0.67,0.68,0.56,0.84,0.98,0.94,0.44,0.847
575,Israel,2005,0.85,0.87,0.84,0.76,0.67,0.71,0.79,0.81,0.56,0.65,0.75,1.0,0.67,0.68,0.56,0.84,0.98,0.94,0.44,0.856
576,Israel,2006,0.85,0.84,0.82,0.71,0.67,0.71,0.79,0.81,0.56,0.65,0.75,1.0,0.67,0.66,0.56,0.84,0.99,0.94,0.44,0.864
577,Israel,2007,0.85,0.84,0.82,0.71,0.67,0.71,0.79,0.81,0.56,0.65,0.75,1.0,0.66,0.67,0.56,0.84,0.99,0.94,0.44,0.876
578,Israel,2008,0.85,0.84,0.82,0.71,0.67,0.71,0.79,0.81,0.56,0.65,0.75,0.5,0.65,0.66,0.56,0.84,0.99,0.95,0.45,0.877
579,Israel,2009,0.85,0.85,0.81,0.7,0.67,0.71,0.79,0.81,0.56,0.65,0.75,1.0,0.66,0.67,0.56,0.84,0.99,0.96,0.45,0.881
580,Israel,2010,0.85,0.85,0.81,0.7,0.67,0.7,0.76,0.81,0.56,0.65,0.75,1.0,0.65,0.68,0.56,0.86,0.99,0.96,0.45,0.887
581,Israel,2011,0.85,0.85,0.81,0.7,0.67,0.7,0.76,0.85,0.56,0.65,0.75,1.0,0.65,0.67,0.56,0.86,0.99,0.96,0.45,0.89
582,Israel,2012,0.85,0.85,0.81,0.7,0.67,0.72,0.75,0.77,0.55,0.65,0.75,0.5,0.63,0.67,0.56,0.86,0.99,0.96,0.45,0.891
583,Israel,2013,0.85,0.82,0.82,0.73,0.67,0.71,0.73,0.8,0.55,0.65,0.75,0.5,0.64,0.67,0.56,0.86,0.99,0.96,0.46,0.896
584,Israel,2014,0.85,0.82,0.82,0.73,0.67,0.71,0.73,0.8,0.55,0.65,0.75,0.5,0.65,0.68,0.56,0.86,0.99,0.97,0.46,0.899
585,Israel,2015,0.82,0.82,0.81,0.76,0.67,0.72,0.72,0.77,0.55,0.65,0.75,1.0,0.66,0.68,0.56,0.86,0.99,0.96,0.46,0.899
586,Israel,2016,0.82,0.82,0.81,0.76,0.67,0.72,0.7,0.8,0.55,0.65,0.75,1.0,0.66,0.68,0.56,0.86,0.99,0.97,0.46,0.902
587,Israel,2017,0.84,0.82,0.81,0.76,0.67,0.7,0.7,0.8,0.55,0.65,0.75,1.0,0.66,0.68,0.56,0.75,0.99,0.97,0.46,0.906
588,Israel,2018,0.84,0.82,0.81,0.76,0.67,0.73,0.7,0.77,0.55,0.65,0.75,1.0,0.66,0.7,0.56,0.75,0.99,0.98,0.47,0.908
589,Israel,2019,0.82,0.7,0.72,0.77,0.67,0.69,0.7,0.8,0.55,0.69,0.75,1.0,0.66,0.69,0.56,0.75,0.99,0.98,0.47,0.909
590,Israel,2020,0.82,0.83,0.85,0.78,0.67,0.69,0.7,0.77,0.55,0.67,0.75,1.0,0.66,0.7,0.56,0.76,0.99,0.97,0.47,0.906
591,Israel,2021,0.82,0.83,0.84,0.74,0.67,0.69,0.7,0.8,0.55,0.67,0.75,1.0,0.66,0.7,0.63,0.76,0.99,0.97,0.47,0.911
592,Israel,2022,0.82,0.83,0.85,0.78,0.67,0.74,0.75,0.8,0.55,0.67,0.75,1.0,0.66,0.7,0.63,0.76,0.99,0.97,0.47,0.915
593,Italy,1990,0.76,0.85,0.85,0.95,0.67,0.65,0.64,0.98,0.74,0.72,0.84,1.0,0.7,0.65,0.8,0.85,0.96,0.89,0.35,0.78
594,Italy,1991,0.76,0.85,0.85,0.95,0.67,0.65,0.65,0.98,0.74,0.72,0.84,1.0,0.7,0.69,0.8,0.85,0.97,0.9,0.36,0.785
595,Italy,1992,0.79,0.85,0.85,0.93,0.67,0.65,0.65,0.98,0.74,0.72,0.93,1.0,0.72,0.69,0.8,0.85,0.97,0.9,0.36,0.793
596,Italy,1993,0.79,0.85,0.85,0.93,0.67,0.65,0.65,0.98,0.74,0.72,0.93,1.0,0.74,0.72,0.8,0.85,0.97,0.91,0.36,0.799
597,Italy,1994,0.8,0.74,0.85,0.91,0.67,0.65,0.63,0.98,0.74,0.72,0.81,1.0,0.71,0.73,0.8,0.85,0.97,0.91,0.37,0.809
598,Italy,1995,0.8,0.74,0.85,0.91,0.67,0.65,0.65,0.98,0.74,0.72,0.81,1.0,0.72,0.73,0.8,0.85,0.97,0.91,0.37,0.8150000000000001
599,Italy,1996,0.8,0.85,0.85,0.88,0.67,0.65,0.66,0.98,0.74,0.72,0.81,1.0,0.72,0.73,0.8,0.85,0.98,0.92,0.37,0.8210000000000001
600,Italy,1997,0.8,0.85,0.85,0.88,0.67,0.65,0.66,0.98,0.74,0.72,0.92,1.0,0.74,0.73,0.8,0.85,0.98,0.92,0.37,0.8280000000000001
601,Italy,1998,0.8,0.85,0.85,0.88,0.67,0.65,0.65,0.98,0.74,0.72,0.92,1.0,0.74,0.73,0.8,0.85,0.98,0.92,0.38,0.8320000000000001
602,Italy,1999,0.8,0.85,0.85,0.88,0.67,0.65,0.65,0.98,0.74,0.72,0.92,1.0,0.74,0.73,0.8,0.85,0.98,0.93,0.38,0.837
603,Italy,2000,0.8,0.85,0.85,0.88,0.67,0.65,0.65,0.98,0.74,0.72,0.92,1.0,0.74,0.73,0.8,0.85,0.98,0.93,0.38,0.842
604,Italy,2001,0.8,0.85,0.85,0.85,0.67,0.65,0.63,0.98,0.74,0.72,0.84,1.0,0.72,0.73,0.8,0.85,0.98,0.94,0.39,0.849
605,Italy,2002,0.8,0.85,0.85,0.85,0.67,0.68,0.62,0.98,0.74,0.72,0.76,1.0,0.69,0.73,0.8,0.85,0.99,0.94,0.39,0.854
606,Italy,2003,0.8,0.85,0.85,0.85,0.67,0.7,0.61,0.98,0.74,0.72,0.76,0.5,0.68,0.73,0.8,0.85,0.99,0.94,0.39,0.858
