year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
2019,Pakistan,Afghanistan,1419084,700,770,0,Pashtuns,70012000,Tajiks,70014000,Uzbeks,70016000,European Asylum Support Office: https://coi.easo.europa.eu/administration/easo/PLib/05_2020_EASO_COI_Report_Pakistan_Situation_of_Afghan_Refugees.pdf,"UNHCR provided in 2020 also a breakdown by ethnicity. Those figures show that 85% of the total number PoR cardholders are Pashtun, followed by Tajiks   (6%) , Uzbeks (3%)…",majority,minority,minority,0.6,0.2,0.05,851450,283817,70954.2
2020,Pakistan,Afghanistan,1424961,700,770,0,Pashtuns,70012000,Tajiks,70014000,Uzbeks,70016000,European Asylum Support Office: https://coi.easo.europa.eu/administration/easo/PLib/05_2020_EASO_COI_Report_Pakistan_Situation_of_Afghan_Refugees.pdf,"UNHCR provided in 2020 also a breakdown by ethnicity. Those figures show that 85% of the total number PoR cardholders are Pashtun, followed by Tajiks   (6%) , Uzbeks (3%)…",majority,minority,minority,0.6,0.2,0.05,854977,284992,71248.1
1978,Bangladesh,Myanmar,160000,775,771,0,Rohingya (Muslim Arakanese),77508000,,,,,,,dominant,,,0.95,,,152000,,
1991,Bangladesh,Myanmar,40000,775,771,0,Rohingya (Muslim Arakanese),77508000,,,,,,,dominant,,,0.95,,,38000,,
1992,Bangladesh,Myanmar,244994,775,771,0,Rohingya (Muslim Arakanese),77508000,,,,,,,dominant,,,0.95,,,232744,,
1993,Bangladesh,Myanmar,198823,775,771,0,Rohingya (Muslim Arakanese),77508000,,,,,,,dominant,,,0.95,,,188882,,
1994,Bangladesh,Myanmar,116074,775,771,0,Rohingya (Muslim Arakanese),77508000,,,,,,,dominant,,,0.95,,,110270,,
1995,Bangladesh,Myanmar,50985,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,Lewa 2003,,dominant,minority,,0.95,0.05,,48435.8,2549.25,
1996,Bangladesh,Myanmar,30578,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,Lewa 2003,,dominant,minority,,0.95,0.05,,29049.1,1528.9,
1997,Bangladesh,Myanmar,21497,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,Lewa 2003,,dominant,minority,,0.95,0.05,,20422.2,1074.85,
1998,Bangladesh,Myanmar,22174,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,21065.3,1108.7,
1999,Bangladesh,Myanmar,22131,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,21024.4,1106.55,
2000,Bangladesh,Myanmar,21556,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,20478.2,1077.8,
2001,Bangladesh,Myanmar,22106,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,21000.7,1105.3,
2002,Bangladesh,Myanmar,21967,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,20868.7,1098.35,
2003,Bangladesh,Myanmar,19743,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,18755.8,987.15,
2004,Bangladesh,Myanmar,20402,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,19381.9,1020.1,
2005,Bangladesh,Myanmar,21053,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,20000.3,1052.65,
2006,Bangladesh,Myanmar,26268,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,24954.6,1313.4,
2007,Bangladesh,Myanmar,27544,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,26166.8,1377.2,
2008,Bangladesh,Myanmar,28337,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,Refugees International,,dominant,minority,,0.95,0.05,,26920.2,1416.85,
2009,Bangladesh,Myanmar,228557,775,771,0,Rohingya (Muslim Arakanese),77508000,Rakhine,,,,USCRI,,dominant,minority,,0.95,0.05,,217129,11427.9,
2010,Bangladesh,Myanmar,229226,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,217765,11461.3,
2011,Bangladesh,Myanmar,229644,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,218162,11482.2,
2012,Bangladesh,Myanmar,230674,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,219140,11533.7,
2013,Bangladesh,Myanmar,231125,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,219569,11556.2,
2014,Bangladesh,Myanmar,232462,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,220839,11623.1,
2015,Bangladesh,Myanmar,231948,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,Amnesty International,,dominant,minority,,0.95,0.05,,220351,11597.4,
2016,Bangladesh,Myanmar,276198,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,"refworld.com: UN High Commissioner for Refugees (UNHCR), Give the Rohingya hope for a future","An estimated 74,000 who arrived in late 2016 as a result of a security crackdown in northern Rakhine state.",dominant,minority,,0.95,0.05,,262388,13809.9,
1997,Nepal,Bhutan,108674,760,790,64758.1,Lhotsampa,76002000,,,,,Lischer,,dominant,,,0.95,,,103240,,
1998,Nepal,Bhutan,105651,760,790,64758.1,Lhotsampa,76002000,,,,,Lischer,,dominant,,,0.95,,,100368,,
2018,Bangladesh,Myanmar,906635,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,"refworld.com: UN High Commissioner for Refugees (UNHCR), Give the Rohingya hope for a future","Some 350,000 Rohingya have fled Myanmar in search of protection in Bangladesh, including an estimated 74,000 who arrived in late 2016 as a result of a security crackdown in northern Rakhine state.",majority,minority,,0.6,0.3,,543981,271990,
2019,Bangladesh,Myanmar,854764,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,"refworld.com: UN High Commissioner for Refugees (UNHCR), Give the Rohingya hope for a future","Some 350,000 Rohingya have fled Myanmar in search of protection in Bangladesh, including an estimated 74,000 who arrived in late 2016 as a result of a security crackdown in northern Rakhine state.",majority,minority,,0.6,0.3,,512858,256429,
2020,Bangladesh,Myanmar,860416,775,771,0,Muslim Arakanese,77508000,Buddhist Arakanese,77502000,,,"refworld.com: UN High Commissioner for Refugees (UNHCR), Give the Rohingya hope for a future","Some 350,000 Rohingya have fled Myanmar in search of protection in Bangladesh, including an estimated 74,000 who arrived in late 2016 as a result of a security crackdown in northern Rakhine state.",majority,minority,,0.6,0.3,,516250,258125,
1975,Nepal,Tibetans,8200,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,7790,,
1976,Nepal,Tibetans,8300,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,7885,,
1977,Nepal,Tibetans,8400,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,7980,,
1978,Nepal,Tibetans,8500,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,8075,,
1979,Nepal,Tibetans,8600,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,8170,,
1980,Nepal,Tibetans,8700,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,8265,,
1981,Nepal,Tibetans,8800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,8360,,
1982,Nepal,Tibetans,9800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,9310,,
1983,Nepal,Tibetans,10800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,10260,,
1984,Nepal,Tibetans,11800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,11210,,
1985,Nepal,Tibetans,12800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,12160,,
1986,Nepal,Tibetans,13800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,13110,,
1987,Nepal,Tibetans,14800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,14060,,
1988,Nepal,Tibetans,15800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,15010,,
1989,Nepal,Tibetans,16800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,15960,,
1990,Nepal,Tibetans,17800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,16910,,
1991,Nepal,Tibetans,18800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,17860,,
1992,Nepal,Tibetans,19800,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,18810,,
1993,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
1994,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
1995,Nepal,Tibetans,20005,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19004.8,,
1996,Nepal,Tibetans,20005,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19004.8,,
1997,Nepal,Tibetans,20471,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19447.4,,
1998,Nepal,Tibetans,20431,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19409.4,,
1999,Nepal,China,20354,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19336.3,,
2000,Nepal,Tibetans,20316,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19300.2,,
2001,Nepal,Tibetans,20140,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19133,,
2002,Nepal,Tibetans,20149,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19141.5,,
2003,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
2004,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
2005,Nepal,Tibetans,20153,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19145.3,,
2006,Nepal,Tibetans,20153,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19145.3,,
2007,Nepal,Tibetans,20153,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19145.3,,
2008,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
2009,Nepal,Tibetans,20000,710,790,0,Tibetans,71038000,,,,,,,dominant,,,0.95,,,19000,,
2010,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2011,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2012,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2013,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2014,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2015,Nepal,Tibetan,15000,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,14250,,
2016,Nepal,Tibetan,13509,710,790,0,Tibetans,71010000,,,,,Central Tibetan Administration,,dominant,,,0.95,,,12833.5,,
2018,Nepal,Tibetan,13509,710,790,0,Tibetans,71010000,,,,,"Central Tibetan Administration; The New Humanitarian: https://www.thenewhumanitarian.org/fr/node/253571","Nepal is home to at least 20,000 Tibetan refugees, many of whom fled south across the Himalayas following the 1959 Tibetan uprising against Chinese rule in Lhasa, the capital of the Tibet Autonomous Region.",majority,,,0.65,,,8780.85,,
2019,Nepal,Tibetan,12540,710,790,0,Tibetans,71010000,,,,,"Central Tibetan Administration; The New Humanitarian: https://www.thenewhumanitarian.org/fr/node/253572","Nepal is home to at least 20,000 Tibetan refugees, many of whom fled south across the Himalayas following the 1959 Tibetan uprising against Chinese rule in Lhasa, the capital of the Tibet Autonomous Region.",majority,,,0.65,,,8151,,
2020,Nepal,Tibetan,12540,710,790,0,Tibetans,71010000,,,,,"Central Tibetan Administration; The New Humanitarian: https://www.thenewhumanitarian.org/fr/node/253573","Nepal is home to at least 20,000 Tibetan refugees, many of whom fled south across the Himalayas following the 1959 Tibetan uprising against Chinese rule in Lhasa, the capital of the Tibet Autonomous Region.",majority,,,0.65,,,8151,,
1991,Nepal,Bhutan,9504,760,790,64758.1,Lhotsampa / Nepalese,76002000,,,,,Wikipedia,Eine gro¤e Anzahl der nepalesischen Volkszugeh_rigen - insgesamt etwa 100.000 - flÙchteten nach Nepal.,dominant,,,0.95,,,9028.8,,
1992,Nepal,Bhutan,75442,760,790,64758.1,Lhotsampa,76002000,,,,,Lischer,,dominant,,,0.95,,,71669.9,,
1993,Nepal,Bhutan,85334,760,790,64758.1,Nepalese Hindus,76002000,,,,,Lischer,,dominant,,,0.95,,,81067.3,,
1994,Nepal,Bhutan,103265,760,790,64758.1,Lhotsampa,76002000,,,,,Lischer,,dominant,,,0.95,,,98101.8,,
1995,Nepal,Bhutan,104740,760,790,64758.1,Lhotsampa,76002000,,,,,Lischer,,dominant,,,0.95,,,99503,,
1999,Nepal,Bhutan,107571,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,102192,,
2000,Nepal,Bhutan,108897,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,103452,,
2001,Nepal,Bhutan,110780,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,105241,,
2002,Nepal,Bhutan,112263,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,106650,,
2003,Nepal,Bhutan,103650,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,98467.5,,
2004,Nepal,Bhutan,104915,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,99669.2,,
2005,Nepal,Bhutan,106248,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,100936,,
2006,Nepal,Bhutan,107803,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,102413,,
2007,Nepal,Bhutan,110310,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,104794,,
2008,Nepal,Bhutan,104587,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,99357.6,,
2009,Nepal,Bhutan,88205,760,790,64758.1,Lhotsampa,76002000,,,,,USCRI,,dominant,,,0.95,,,83794.8,,
2010,Nepal,Bhutan,74536,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,70809.2,,
2011,Nepal,Bhutan,57381,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,54511.9,,
2012,Nepal,Bhutan,40971,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,38922.4,,
2013,Nepal,Bhutan,30977,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,29428.2,,
2014,Nepal,Bhutan,23059,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,21906,,
2015,Nepal,Bhutan,17134,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,16277.3,,
2016,Nepal,Bhutan,11213,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,UNHCR,,dominant,,,0.95,,,10652.3,,
2018,Nepal,Bhutan,6626,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,"UNHCR; European Resettlement Network","ince 1991, approximately 18% of the Bhutanese population has fled the country (108,000 refugees), mainly to Nepal and India. The vast majority of these refugees are Lhotshampa, a Hindu population of ethnic Nepali descent.",majority,,,0.65,,,4306.9,,
2019,Nepal,Bhutan,6396,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,"UNHCR; European Resettlement Network","ince 1991, approximately 18% of the Bhutanese population has fled the country (108,000 refugees), mainly to Nepal and India. The vast majority of these refugees are Lhotshampa, a Hindu population of ethnic Nepali descent.",majority,,,0.65,,,4157.4,,
2020,Nepal,Bhutan,6370,760,790,64758.1,Lhotsampa (Hindu Nepalese),76002000,,,,,"UNHCR; European Resettlement Network","ince 1991, approximately 18% of the Bhutanese population has fled the country (108,000 refugees), mainly to Nepal and India. The vast majority of these refugees are Lhotshampa, a Hindu population of ethnic Nepali descent.",majority,,,0.65,,,4140.5,,
1993,Thailand,Myanmar,82289,775,800,0,Karen,77506000,Mon,77507000,Barman,77501000,Lischer / UNHCR Annual Protection Report,"As at December 1992, there were some 64,691 persons on the Thai/Myanmese border, comprising 48,649 Karens, 10,170 Mons, 5,872 Karenni and 1,200 Burmese and Tavoyans scattered in some 32 settlements.",dominant,minority,minority,0.9,0.05,0.05,74060.1,4114.45,4114.45
1994,Thailand,Myanmar,82422,775,800,0,Karen,77506000,Mon,77507000,Shan,77507000,UNHCR,Incidents of fighting among Burmese caseload of different ethnicities occurred several times.,dominant,minority,minority,0.9,0.05,0.05,74179.8,4121.1,4121.1
1995,Thailand,Myanmar,94910,775,800,0,Karen,77506000,Mon,77507000,Shan,77507000,UNHCR,,dominant,minority,minority,0.9,0.05,0.05,85419,4745.5,4745.5
1996,Thailand,Myanmar,104033,775,800,0,Karen,77506000,Mon,77507000,Shan,77507000,UNHCR,,dominant,minority,minority,0.9,0.05,0.05,93629.7,5201.65,5201.65
1997,Thailand,Myanmar,105216,775,800,0,Karen,77506000,Shan,77509000,Mon,77507000,USCRI,,dominant,minority,minority,0.9,0.05,0.05,94694.4,5260.8,5260.8
1998,Thailand,Myanmar,101686,775,800,0,Karen,77506000,Shan,77509000,Mon,77507000,Lischer / UNHCR Annual Protection Report,Mon is now the largest ethnic group applying for individual recognition by ROTHA in Bangkok,dominant,minority,minority,0.9,0.05,0.05,91517.4,5084.3,5084.3
1999,Thailand,Myanmar,99716,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,UNHCR,Myanmar refugees mainly belonging to the Karen and Karenni ethnic,dominant,minority,minority,0.9,0.05,0.05,89744.4,4985.8,4985.8
2000,Thailand,Myanmar,104569,775,800,0,Karen,77506000,Barman,77501000,Shan,77509000,UNHCR,recent reports on new influxes of ethnic Shan to Northern Thailand,dominant,minority,minority,0.9,0.05,0.05,94112.1,5228.45,5228.45
2001,Thailand,Myanmar,110313,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,UNHCR,the number of RSD applications of MYA applicants belonging to the Mon-minority has substantially increased in 2001. The number of MYA individuals of Mon ethnicity recognisedduring 2001 was not much smaller than the number of Karen and Burman ap,majority,minority,minority,0.6,0.2,0.05,66187.8,22062.6,5515.65
2002,Thailand,Myanmar,112238,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,UNHCR,,majority,minority,minority,0.6,0.2,0.05,67342.8,22447.6,5611.9
2003,Thailand,Myanmar,118762,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,UNHCR,"ethnic Karen, Karenni and Mon in border areas are displaced persons",dominant,minority,minority,0.9,0.05,0.05,106886,5938.1,5938.1
2004,Thailand,Myanmar,120814,775,800,0,Karen,77506000,Mon,77507000,Shan,77509000,UNHCR,,dominant,minority,minority,0.9,0.05,0.05,108733,6040.7,6040.7
2005,Thailand,Myanmar,116499,775,800,0,Karen,77506000,Karenni,77512000,Shan,77509000,UNHCR,,majority,minority,minority,0.6,0.2,0.05,69899.4,23299.8,5824.95
2006,Thailand,Myanmar,132241,775,800,0,Karen,77506000,Karenni,77512000,Shan,77509000,UNHCR,,majority,minority,minority,0.6,0.2,0.05,79344.6,26448.2,6612.05
2007,Thailand,Myanmar,124562,775,800,0,Karen,77506000,Karenni,77512000,Shan,77509000,UNHCR,"Camp refugees are divided into two major ethnic groups, the Karen (approximately 62%) and the Karenni (approximately 13%). The remaining population (25%) comprise the Burmese, Shan, Rohingya and Mon. UNHCR remained without access to some 200,00",majority,minority,minority,0.6,0.2,0.05,74737.2,24912.4,6228.1
2008,Thailand,Myanmar,111555,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,USCRI / UNHCR,,dominant,minority,minority,0.9,0.05,0.05,100400,5577.75,5577.75
2009,Thailand,Myanmar,104107,775,800,0,Karen,77506000,Barman,77501000,Mon,77507000,USCRI / UNHCR,,dominant,minority,minority,0.9,0.05,0.05,93696.3,5205.35,5205.35
2010,Thailand,Myanmar,95718,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,90932.1,,
2011,Thailand,Myanmar,88148,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,83740.6,,
2012,Thailand,Myanmar,83317,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,79151.1,,
2013,Thailand,Myanmar,135476,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,128702,,
2014,Thailand,Myanmar,128863,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,122420,,
2015,Thailand,Myanmar,106349,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,Scores of Rohingya people had remained in these centres since they arrived by boat during a regional migration crisis in 2015.,dominant,,,0.95,,,101032,,
2016,Thailand,Myanmar,102633,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,dominant,,,0.95,,,97501.4,,
2018,Thailand,Myanmar,97603,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,majority,,,0.65,,,63441.9,,
2019,Thailand,Myanmar,93335,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,majority,,,0.65,,,60667.7,,
2020,Thailand,Myanmar,93412,775,800,0,Muslim Arakanese,77508000,,,,,Amnesty International,,majority,,,0.65,,,60717.8,,
1975,Thailand,Cambodia,18830,811,800,0,,,,,,,,,,,,,,,,,
1976,Thailand,Cambodia,17090,811,800,0,99,,,,,,,,,,,,,,,,
1976,Thailand,Cambodia,17090,811,800,0,99,,,,,,,,,,,,,,,,
1977,Thailand,Cambodia,15030,811,800,0,99,,,,,,,,,,,,,,,,
1978,Thailand,Cambodia,15000,811,800,0,Khmer,81103000,,,,,Coutnry Data for Thailand: http://www.country-data.com/cgi-bin/query/r-13672.html,"Vietnam, which had invaded Cambodia in late 1978, continued to occupy the country, causing a steady stream of Khmer refugees into Thailand.",,,,,,,,,
1979,Thailand,Cambodia,15410,811,800,0,Khmer,81103000,,,,,"Live, Man Hau, ÒRefugees from Cambodia, Laos, and Vietnam (formerly Indochina)Ó, School of Refugee Education, Auckland Institute of Technology, 1995 http://www.cambodia.org.nz/KLVRefugees.htm",A small group of Khmer people fled their country in 1975. A mass exodus followed in late 1979. This spill over was due to the Vietnamese invasion of Cambodia in January 1979 and to the fear engendered by the Khmer socialist government backed by,dominant,,,0.95,,,14639.5,,
1980,Thailand,Cambodia,147400,811,800,0,99,,,,,,,,,,,,,,,,
1981,Thailand,Cambodia,97800,811,800,0,99,,,,,,,,,,,,,,,,
1982,Thailand,Cambodia,83950,811,800,0,99,,,,,,,,,,,,,,,,
1983,Thailand,Cambodia,56610,811,800,0,99,,,,,,,,,,,,,,,,
1984,Thailand,Cambodia,41650,811,800,0,99,,,,,,,,,,,,,,,,
1985,Thailand,Cambodia,31760,811,800,0,99,,,,,,,,,,,,,,,,
1986,Thailand,Cambodia,26950,811,800,0,99,,,,,,,,,,,,,,,,
1987,Thailand,Cambodia,22970,811,800,0,Thai,81107000,Khmer,81103000,,,UNHCR,"The RTG has classified the group of approximately 8,000 former Koh Kong island residents who are living in Trad Province as Cambodian refugees of Thai ethnicity. There is another group of some 5,000 Koh Kong people consisting some 2,500 illegal",majority,minority,,0.6,0.3,,13782,6891,
1988,Thailand,Cambodia,17178,811,800,0,Thai,81107000,Khmer,81103000,,,UNHCR,"The RTG has classified the group of approximately 8,000 former Koh Kong island residents who are living in Trad Province as Cambodian refugees of Thai ethnicity. There is another group of some 5,000 Koh Kong people consisting some 2,500 illegal",majority,minority,,0.6,0.3,,10306.8,5153.4,
1989,Thailand,Cambodia,17230,811,800,0,Thai,81107000,Khmer,81103000,,,UNHCR,"The RTG has classified the group of approximately 8,000 former Koh Kong island residents who are living in Trad Province as Cambodian refugees of Thai ethnicity. There is another group of some 5,000 Koh Kong people consisting some 2,500 illegal",majority,minority,,0.6,0.3,,10338,5169,
1990,Thailand,Cambodia,15097,811,800,0,Thai,81107000,Khmer,81103000,,,UNHCR,"The RTG has classified the group of approximately 8,000 former Koh Kong island residents who are living in Trad Province as Cambodian refugees of Thai ethnicity. There is another group of some 5,000 Koh Kong people consisting some 2,500 illegal",majority,minority,,0.6,0.3,,9058.2,4529.1,
1991,Thailand,Cambodia,14975,811,800,0,Thai,81107000,Khmer,81103000,,,UNHCR,"The RTG has classified the group of approximately 8,000 former Koh Kong island residents who are living in Trad Province as Cambodian refugees of Thai ethnicity. There is another group of some 5,000 Koh Kong people consisting some 2,500 illegal",majority,minority,,0.6,0.3,,8985,4492.5,
1992,Thailand,Cambodia,7128,811,800,0,99,,,,,,,,,,,,,,,,
1997,Thailand,Cambodia,62235,811,800,0,Khmer,,,,,,UNHCR,essentially Khmer Rouge and FUNCIPEC followers,,,,,,,,,
1998,Thailand,Cambodia,36075,811,800,0,Khmer,,,,,,,,,,,,,,,,
1975,Thailand,Lao People's Dem. Rep.,55510,812,800,0,Hmong,81201000,,,,,UNHCR,"who arrived in Thailand since 1975 when they were considered prima facie refugees. Despite the ethnic similarity of the Lowland Laotians and the Hilltribes with Thai people and Thai Hilltribes in the vicinity of the camps, the RTG has no polic",majority,,,0.65,,,36081.5,,
1976,Thailand,Lao People's Dem. Rep.,62720,812,800,0,Hmong,81201000,,,,,UNHCR,"So begann ein Massenexodus von 300 000 Flôchtlingen, darunter viele Hmong, in Lager in Thailand.",majority,,,0.65,,,40768,,
1977,Thailand,Lao People's Dem. Rep.,78970,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,51330.5,,
1978,Thailand,Lao People's Dem. Rep.,119180,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,77467,,
1979,Thailand,Lao People's Dem. Rep.,128770,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,83700.5,,
1980,Thailand,Lao People's Dem. Rep.,104940,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,68211,,
1981,Thailand,Lao People's Dem. Rep.,89390,812,800,0,Hmong,81201000,,,,,UNHCR,,majority,,,0.65,,,58103.5,,
